x1,x2,y
0.5451505016722408,0.6153846153846154,0.768210913149031
0.5250836120401338,0.04013377926421405,0.07564514738203684
0.9966555183946488,0.4180602006688963,-0.5478662603613693
0.6956521739130435,0.4816053511705686,0.2944331261081007
0.7759197324414716,0.3846153846153846,0.033169618796894305
0.18729096989966554,0.8963210702341137,0.6621327360436546
0.43478260869565216,0.7090301003344481,0.9761235834823216
0.7993311036789298,0.9531772575250836,-0.053373736645190635
0.36454849498327757,0.6822742474916388,0.9725963921174611
0.3511705685618729,0.5217391304347826,0.8523177756376487
0.34782608695652173,0.8528428093645485,0.9635855534036732
0.7123745819397993,0.451505016722408,0.226369770284343
0.19732441471571907,0.903010033444816,0.6916971733713955
0.2408026755852843,0.4782608695652174,0.6686112545647759
0.3177257525083612,0.8996655518394648,0.9277602004014521
1.0,0.8929765886287625,-0.7381583673418264
0.4280936454849498,0.4280936454849498,0.7536992719427512
0.6822742474916388,0.6688963210702341,0.39520282740791196
0.13712374581939799,0.006688963210702341,0.00023871937622711205
0.5518394648829431,0.8260869565217391,0.7928968804885953
0.4782608695652174,0.9096989966555183,0.9095881238146138
0.9832775919732442,0.5551839464882943,-0.6411563095414463
0.8862876254180602,0.5183946488294314,-0.3362663132714367
0.30434782608695654,0.41471571906354515,0.6920753381114974
0.9297658862876254,0.6622073578595318,-0.5213587956819034
0.043478260869565216,0.13712374581939799,0.054278142980344106
0.22073578595317725,0.9665551839464883,0.7224767243570458
0.7892976588628763,0.4214046822742475,-0.017346160335496984
0.12709030100334448,0.7859531772575251,0.48748820671731957
0.5284280936454849,0.6421404682274248,0.8140363950300523
0.9163879598662207,0.23076923076923075,-0.22261815908876614
0.5317725752508361,0.1806020066889632,0.29480053953163965
0.30434782608695654,0.06688963210702341,0.12524607979609664
0.959866220735786,0.5418060200668896,-0.5746329719055084
0.27424749163879597,0.7525083612040133,0.8950578643452886
0.44816053511705684,0.21739130434782608,0.40761851171528485
0.18729096989966554,0.40468227424749165,0.4907563809652113
0.4882943143812709,0.9899665551839465,0.8507729445120453
0.5484949832775919,0.26421404682274247,0.41604080331973814
0.45819397993311034,0.3979933110367893,0.6882664578724155
0.6220735785953178,0.13712374581939799,0.16320948428680346
